column_name,row_index,violated_rule
style,341,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,342,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,343,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,344,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,345,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,346,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,347,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,348,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,349,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,350,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,351,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,352,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,353,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,354,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,355,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,356,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,357,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,358,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,359,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,360,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,361,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,362,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,363,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,364,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,365,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,366,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,367,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,368,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,369,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,370,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,371,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,372,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,373,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,374,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,375,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,376,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,377,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,378,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,379,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,380,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,381,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,382,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,383,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,384,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,385,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,386,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,387,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,388,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,389,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,390,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,391,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,392,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,393,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,394,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,395,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,396,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,397,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,398,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,399,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,400,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,401,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,402,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,403,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,404,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,405,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,406,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,407,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,408,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,409,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,410,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,411,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,412,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,413,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,414,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,415,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,416,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,417,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,418,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,419,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,420,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,421,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,422,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,423,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,424,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,425,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,426,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,427,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,428,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,429,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,430,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,431,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,432,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,433,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,434,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,435,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,436,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,437,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,438,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,439,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,440,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,441,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,442,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,443,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,444,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,445,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,446,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,447,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,448,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,449,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,450,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,451,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,452,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,453,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,454,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,455,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,456,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,457,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,458,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,459,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,460,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,461,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,462,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,463,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,464,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,465,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,466,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,467,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,468,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,469,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,470,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,471,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,472,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,473,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,474,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,475,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,476,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,477,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,478,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,479,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,480,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,481,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,482,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,483,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,484,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,485,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,486,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,487,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,488,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,489,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,490,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,491,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,492,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,493,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,494,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,495,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,496,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,497,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,498,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,499,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,500,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,501,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,502,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,503,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,504,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,505,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,506,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,507,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,508,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,509,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,510,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,511,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,512,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,513,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,514,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,515,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,516,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,517,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,518,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,519,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,520,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,521,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,522,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,523,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,524,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,525,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,526,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,527,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,528,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,529,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,530,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,531,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,532,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,533,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,534,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,535,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,536,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,537,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,538,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,539,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,540,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,541,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,542,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,543,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,544,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,545,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,546,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,547,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,548,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,549,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,550,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,551,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,552,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,553,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,554,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,555,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,556,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,557,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,558,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,559,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,560,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,561,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,562,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,563,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,564,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,565,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,566,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,567,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,568,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,569,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,570,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,571,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,572,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,573,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,574,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,575,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,576,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,577,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,578,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,579,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,580,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,581,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,582,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,583,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,584,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,585,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,586,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,587,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,588,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,589,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,590,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,591,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,592,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,593,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,594,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,595,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,596,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,597,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,598,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,599,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,600,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,601,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,602,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,603,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,604,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,605,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,606,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,607,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,608,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,609,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,610,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,611,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,612,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,613,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,614,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,615,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,616,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,617,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,618,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,619,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,620,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,621,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,622,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,623,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,624,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,625,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,626,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,627,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,628,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,629,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,630,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,631,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,632,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,633,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,634,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,635,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,636,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,637,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,638,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,639,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,640,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,641,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,642,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,643,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,644,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,645,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,646,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,647,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,648,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,649,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,650,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,651,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,652,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,653,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,654,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,655,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,656,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,657,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,658,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,659,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,660,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,661,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,662,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,663,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,664,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,665,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,666,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,667,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,668,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,669,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,670,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,671,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,672,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,673,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,674,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,675,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,676,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,677,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,678,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,679,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,680,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,681,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,682,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,683,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,684,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,685,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,686,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,687,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,688,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,689,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,690,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,691,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,692,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,693,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,694,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,695,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,696,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,697,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,698,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,699,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,700,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,701,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,702,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,703,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,704,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,705,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,706,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,707,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,708,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,709,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,710,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,711,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,712,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,713,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,714,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,715,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,716,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,717,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,718,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,719,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,720,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,721,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,722,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,723,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,724,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,725,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,726,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,727,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,728,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,729,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,730,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,731,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,732,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,733,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,734,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,735,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,736,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,737,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,738,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,739,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,740,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,741,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,742,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,743,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,744,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,745,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,746,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,747,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,748,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,749,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,750,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,751,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,752,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,753,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,754,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,755,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,756,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,757,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,758,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,759,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,760,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,761,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,762,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
style,763,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
