id,name,year,release_date,director,creator,actors,full_cast,language,country,duration,rating_value,rating_count,review_count,genre,filming_locations,description
tt0067699,A Safe Place,1971,1 October 1971 (USA),Henry Jaglom,Henry Jaglom,"Tuesday Weld,Orson Welles,Jack Nicholson","Tuesday Weld,Orson Welles,Jack Nicholson,Phil Proctor,Gwen Welles,Dov Lawrence,Fanny Birkenmier,Rhonda Alfaro,Sylvia Zapp,Richard Finnochio,Barbara Flood,Roger Garrett,Jordon Hahn,Francesca Hilton,Julie Robinson",English,USA,94 min,5.3,625,"11 user,14 critic",Drama,"Manhattan, New York City, New York, USA",A strange young woman lives in a fantasy world where she can never grow up.
tt0063049,Head,1968,20 November 1968 (USA),Bob Rafelson,"Bob Rafelson,Jack Nicholson","Peter Tork,Davy Jones,Micky Dolenz","Peter Tork,Davy Jones,Micky Dolenz,Michael Nesmith,Victor Mature,Annette Funicello,Timothy Carey,Logan Ramsey,Abraham Sofaer,Vito Scotti,Charles Macaulay,T.C. Jones,Charles Irving,William Bagdad,Percy Helton","English,Italian",USA,86 min,6.6,"4,377","120 user,44 critic","Comedy,Musical,Fantasy","Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA","The Monkees are tossed about in a psychedelic, surrealist, plotless, circular bit of fun fluff."
tt2400473,The Trouble with Barry,2013,15 March 2013 (USA),"Mike Justice,Stephen Kitaen","Mike Justice,Stephen Kitaen","Peter Stickles,Rena Riffel,Eric Dean","Peter Stickles,Rena Riffel,Eric Dean,Shannon Amabile,Matthew Stephen Herrick,April Baker,Lynn Lowry,Juliette Danielle,Michelle Bauer,Brinke Stevens,Linnea Quigley,Chris Pudlo,Craig Taggart,Robbie Banfitch,Carmine Bicchetti",English,USA,88 min,6.5,51,"1 user,5 critic","Comedy,Horror,Thriller","Los Angeles, California, USA","Barry Montenegro, a ruthless, cynical, politically incorrect, and quite possibly sociopathic Hollywood actor becomes the prime suspect when a series of brutal murders rocks his latest production."
tt2361509,The Intern,2015,25 September 2015 (USA),Nancy Meyers,Nancy Meyers,"Robert De Niro,Anne Hathaway,Rene Russo","Robert De Niro,Anne Hathaway,Rene Russo,Anders Holm,JoJo Kushner,Andrew Rannells,Adam DeVine,Zack Pearlman,Jason Orley,Christina Scherer,Nat Wolff,Linda Lavin,Celia Weston,Steve Vinovich,C.J. Wilson",English,USA,121 min,7.5,"4,853","38 user,94 critic",Comedy,"Cheever Place, Carroll Gardens, Brooklyn, New York, USA","70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin."
tt0109830,Forrest Gump,1994,6 July 1994 (USA),Robert Zemeckis,"Winston Groom,Eric Roth","Tom Hanks,Robin Wright,Gary Sinise","Tom Hanks,Rebecca Williams,Sally Field,Michael Conner Humphreys,Harold G. Herthum,George Kelly,Bob Penny,John Randall,Sam Anderson,Margo Moorer,Ione M. Telech,Christine Seabrook,John Worsham,Peter Dobson,Siobhan Fallon Hogan",English,USA,142 min,8.8,"1,106,451","1,316 user,142 critic","Drama,Romance","Monument Valley, Arizona, USA","Forrest Gump, while not intelligent, has accidentally been present at many historic moments, but his true love, Jenny Curran, eludes him."
tt0040746,Rope,1948,28 August 1948 (USA),Alfred Hitchcock,"Hume Cronyn,Patrick Hamilton","James Stewart,John Dall,Farley Granger","Dick Hogan,John Dall,Farley Granger,Edith Evanson,Douglas Dick,Joan Chandler,Cedric Hardwicke,Constance Collier,James Stewart",English,USA,80 min,8.0,"89,118","315 user,127 critic","Crime,Drama,Thriller","Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","Two young men strangle their 'inferior' classmate, hide his body in their apartment, and invite his friends and family to a dinner party as a means to challenge the 'perfection' of their crime."
tt0048728,To Catch a Thief,1955,September 1955 (USA),Alfred Hitchcock,"John Michael Hayes,David Dodge","Cary Grant,Grace Kelly,Jessie Royce Landis","Cary Grant,Grace Kelly,Jessie Royce Landis,John Williams,Charles Vanel,Brigitte Auber,Jean Martinelli,Georgette Anys","English,French",USA,106 min,7.5,"42,319","170 user,150 critic","Mystery,Romance,Thriller","Tourrettes-sur-Loup, Alpes-Maritimes, France","When a reformed jewel thief is suspected of returning to his former occupation, he must ferret out the real thief in order to prove his innocence."
tt0266465,A Man Apart,2003,4 April 2003 (USA),F. Gary Gray,"Christian Gudegast,Paul Scheuring","Vin Diesel,Timothy Olyphant,Larenz Tate","Vin Diesel,Larenz Tate,Timothy Olyphant,Geno Silva,Jacqueline Obradors,Steve Eastin,Juan Fernández,Jeff Kober,Marco Rodríguez,Mike Moroff,Emilio Rivera,George Sharperson,Malieek Straughter,Alice Amter,Jim Boeke","English,Spanish","USA,Germany",109 min,6.1,"36,794","132 user,101 critic","Action,Crime,Drama","Santa Clarita, California, USA",A man known as Diablo emerges to head a drug cartel after the previous leader is imprisoned.
tt0096445,Wildfire,1988,17 September 1992 (USA),Zalman King,"Matthew Bright,Matthew Bright","Steven Bauer,Linda Fiorentino,Will Patton","Steven Bauer,Linda Fiorentino,Will Patton,Marshall Bell,Richard Bradford,Sandra Seacat,Ken Thorley,Johnny Weissmuller Jr.,Juan Fernández,Nancy Fish,Dennis Holahan,Dorothy Meyer,Iris Butler,Angelica Marden,Calvin Collins",English,USA,,4.8,106,"2 user,2 critic",Drama,,"Since they met the first time in boarding school as little kids, it was obvious that the orphans Kay and Dave would become a couple. But at sixteen, Dave foolishly attempted to rob a bank ..."
tt0109593,Delta of Venus,1995,13 October 1995 (USA),Zalman King,"Anaïs Nin,Elisa M. Rothstein","Audie England,Costas Mandylor,Eric Da Silva","Audie England,Costas Mandylor,Eric Da Silva,Raven Snow,Rory Campbell,Emma Louise Moore,Bernard Zette,Marek Vasut,Markéta Hrubesová,Daniel Leza,Stephen Halbert,Dale Wyatt,Jirí Ded,Valérie Zawadská,James Donahower",English,USA,102 min,4.5,"1,429","18 user,15 critic",Drama,"Paris, France","A struggling American writer (England) and a fellow American expatriate (Mandylor) begin a sordid affair among the chaos and discord of 1940 Paris, France on the brink of World War II."
tt0218922,Original Sin,2001,3 August 2001 (USA),Michael Cristofer,"Cornell Woolrich,Michael Cristofer","Antonio Banderas,Angelina Jolie,Thomas Jane","Antonio Banderas,Angelina Jolie,Thomas Jane,Jack Thompson,Gregory Itzin,Allison Mackie,Joan Pringle,Cordelia Richards,James Haven,Pedro Armendáriz Jr.,Mario Iván Martínez,Harry Porter,Fernando Torre Laphame,Shaula Vega,Lisa Owen","English,German,Japanese,Latin,Spanish","France,USA",116 min,6.0,"42,419","181 user,91 critic","Drama,Mystery,Romance","Estudios Churubusco Azteca, Mexico City, Distrito Federal, Mexico","A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp. Remake of François Truffaut's 1969 film 'Mississippi Mermaid'"
i_robot,"I, Robot",2003 2004 2005,"Jul 16, 2004 Wide",Alex Proyas,"Akiva Goldsman,Jeff Vintar","Will Smith,Bridget Moynahan,Bruce Greenwood","Will Smith,Bridget Moynahan,Alan Tudyk,James Cromwell,Bruce Greenwood,Adrian Ricard,Chi McBride,Jerry Wasserman,Fiona Hogan,Peter Shinkoda,Terry Chen,David Haysom,Scott Heindl,Sharon Wilkins,Craig March",English,"USA,Germany",,"6/10,5.8/10","350,813","779 user,223 critic","Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy","Chicago, Illinois, USA","Director Alex Proyas (Dark City, The Crow) helmed this sci-fi thriller inspired by the stories in Isaac Asimov's nine-story anthology of the same name. In the future presented in the film, humans have become exceedingly dependent on robots in their everyday lives. Robots have become more and more advanced, but each one is preprogrammed to always obey humans and to, under no circumstances, ever harm a human. So, when a scientist turns up dead and a humanoid robot is the main suspect, the world is,left to wonder if they are as safe around their electronic servants as previously thought. Will Smith stars as Del Spooner, the robot-hating Chicago cop assigned to the murder investigation. Bridget Moynahan, Bruce Greenwood, James Cromwell, and Chi McBride also star. ~ Matthew Tobey, Rovi"
tt0266543,Finding Nemo,2003,30 May 2003 (USA),"Andrew Stanton,Lee Unkrich","Andrew Stanton,Andrew Stanton","Albert Brooks,Ellen DeGeneres,Alexander Gould","Albert Brooks,Ellen DeGeneres,Alexander Gould,Willem Dafoe,Brad Garrett,Allison Janney,Austin Pendleton,Stephen Root,Vicki Lewis,Joe Ranft,Geoffrey Rush,Andrew Stanton,Elizabeth Perkins,Nicholas Bird,Bob Peterson",English,USA,100 min,8.2,"607,339","840 user,283 critic","Animation,Adventure,Comedy","Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
tt0427312,Grizzly Man,2005,2 September 2005 (USA),Werner Herzog,Werner Herzog,"Timothy Treadwell,Amie Huguenard,Werner Herzog","Werner Herzog,Carol Dexter,Val Dexter,Sam Egli,Franc G. Fallico,Willy Fulton,Marc Gaede,Marnie Gaede,Sven Haakanson Jr.,Amie Huguenard,David Letterman,Jewel Palovak,Kathleen Parker,Warren Queeney,Timothy Treadwell",English,USA,103 min,7.8,"37,813","383 user,192 critic","Documentary,Biography","Alaska, USA","A devastating and heartrending take on grizzly bear activists Timothy Treadwell and Amie Huguenard, who were killed in October of 2003 while living among grizzlies in Alaska."
tt0209163,The Mummy Returns,2001,4 May 2001 (USA),Stephen Sommers,Stephen Sommers,"Brendan Fraser,Rachel Weisz,John Hannah","Brendan Fraser,Rachel Weisz,John Hannah,Arnold Vosloo,Oded Fehr,Patricia Velasquez,Freddie Boath,Alun Armstrong,Dwayne Johnson,Adewale Akinnuoye-Agbaje,Shaun Parkes,Bruce Byron,Joe Dixon,Tom Fisher,Aharon Ipalé","English,Arabic",USA,130 min,6.3,"231,752","884 user,201 critic","Action,Adventure,Fantasy","Bloomsbury, London, England, UK","The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror."
tt1016164,Confessions of a Superhero,2007,2 November 2007 (USA),Matthew Ogens,,"Christopher Dennis,Maxwell Allen,Jennifer Wenger","Christopher Dennis,Maxwell Allen,Jennifer Wenger,Joe McQueen,Sandra Lee Allen,Antonio Banderas,Marc Brown,Adam Carolla,Frank Dennis,Pam Dennis,Sandy Dennis,Chris Gehrt,Mark Goulston,Johnny Grant,Leron Gubler",English,USA,92 min,7.2,"1,892","14 user,21 critic",Documentary,"Bethel Missionary Baptist Church - 1972 N. Fair Oaks Avenue, Pasadena, California, USA",Chronicles the lives of four mortal men and women who work as characters on the sidewalks of Hollywood Boulevard.
tt0390109,I Like Killing Flies,2004,January 2004 (USA),Matt Mahurin,,"Michael Fishman,John A. Papa,Eve Shopsin","Michael Fishman,John A. Papa,Eve Shopsin,Kenny Shopsin,Calvin Trillin",English,USA,80 min,7.3,967,"11 user,11 critic",Documentary,"Greenwich Village, Manhattan, New York City, New York, USA","A documentary on the oddball Greenwich Village eatery, Shopsin's."
tt0266452,Death to Smoochy,2002,29 March 2002 (USA),Danny DeVito,Adam Resnick,"Robin Williams,Edward Norton,Catherine Keener","Robin Williams,Edward Norton,Catherine Keener,Danny DeVito,Jon Stewart,Pam Ferris,Danny Woodburn,Michael Rispoli,Harvey Fierstein,Vincent Schiavelli,Craig Eldridge,Judy White,Tim MacMenamin,Bruce McFee,Glen Cross",English,"UK,Germany,USA",109 min,6.4,"33,787","336 user,104 critic","Comedy,Crime,Drama","Hamilton, Ontario, Canada","Kids show host Rainbow Randolph is fired in disgrace while his replacement, Sheldon Mopes, aka Smoochy the Rhino, finds himself a rising star. Unfortunately for Sheldon, the kid's TV business isn't all child's play."
tt0048445,Oklahoma!,1955,9 January 1956 (Brazil),Fred Zinnemann,"Sonya Levien,William Ludwig","Gordon MacRae,Gloria Grahame,Gene Nelson","Gordon MacRae,Gloria Grahame,Gene Nelson,Charlotte Greenwood,Shirley Jones,Eddie Albert,James Whitmore,Rod Steiger,Barbara Lawrence,Jay C. Flippen,Roy Barcroft,James Mitchell,Bambi Linn,Jennie Workman,Virginia Bosler",English,USA,145 min,7.2,"8,130","97 user,45 critic","Musical,Romance,Western","Sonoita, Arizona, USA","In the Oklahoma territory at the turn of the twentieth century, two young cowboys vie with an evil ranch hand and a traveling peddler for the hearts of the women they love."
tt0117057,The Mirror Has Two Faces,1996,15 November 1996 (USA),Barbra Streisand,"André Cayatte,Gérard Oury","Barbra Streisand,Jeff Bridges,Lauren Bacall","Barbra Streisand,Jeff Bridges,Lauren Bacall,George Segal,Mimi Rogers,Pierce Brosnan,Brenda Vaccaro,Austin Pendleton,Elle Macpherson,Ali Marsh,Leslie Stefanson,Taina Elg,Lucy Avery Brooks,Amber Smith,David Kinzie",English,USA,126 min,6.4,"10,783","69 user,27 critic","Comedy,Drama,Romance","505 West End Avenue, Manhattan, New York City, New York, USA","Rose and Gregory, both Columbia University professors meet when Rose's sister answers Gregory's 'personals' ad. Several times burned, the handsome-but-boring Gregory believes that sex has ..."
tt0048254,Killer's Kiss,1955,1 October 1955 (USA),Stanley Kubrick,Stanley Kubrick,"Frank Silvera,Irene Kane,Jamie Smith","Frank Silvera,Jamie Smith,Irene Kane,Jerry Jarrett,Mike Dana,Felice Orlandi,Shaun O'Brien,Barbara Brand,David Vaughan,Alec Rubin,Ralph Roberts,Phil Stevenson,Arthur Feldman,Bill Funaro,Skippy Adelman",English,USA,67 min,6.7,"14,671","99 user,62 critic","Crime,Drama,Film-Noir","3156 Perry Avenue, Bronx, New York City, New York, USA","As a man waits at a train station for his girl, he tells us about the recent past and we segue into a long flash-back."
tt0790706,Crazy Love,2007,1 June 2007 (USA),"Dan Klores,Fisher Stevens",Dan Klores,"Burt Pugach,Linda Pugach,Bob Janoff","Bob Janoff,Burt Pugach,Linda Pugach,Sylvia Hoffman,Rita Kessler,Joyce Guerriero,Berry Stainback,Janet Pomerantz,Rusty Goldberg,Jimmy Breslin,Margaret Powers,Norman Ackerman,William Kunstler,Marvyn Kornberg,Marvin Scott",English,USA,92 min,7.1,"1,804","26 user,56 critic",Documentary,,The bizarre true story of Linda Riss and Burt Pugach.
tt1704619,Tabloid,2010,11 November 2011 (UK),Errol Morris,,"Joyce McKinney,Peter Tory,Troy Williams","Joyce McKinney,Peter Tory,Troy Williams,Jackson Shaw,Kent Gavin,Dr. Hong","English,Korean",USA,87 min,7.1,"4,727","24 user,118 critic",Documentary,,A documentary on a former Miss Wyoming who is charged with abducting and imprisoning a young Mormon Missionary.
tt0049800,Storm Center,1956,31 July 1956 (USA),Daniel Taradash,"Daniel Taradash,Elick Moll","Bette Davis,Brian Keith,Kim Hunter","Bette Davis,Brian Keith,Kim Hunter,Paul Kelly,Joe Mantell,Kevin Coughlin,Sally Brophy,Howard Wierum,Curtis Cooksey,Michael Raffetto,Joseph Kearns,Edward Platt,Kathryn Grant,Howard Wendell",English,USA,85 min,7.1,764,"23 user,2 critic",Drama,"Santa Rosa, California, USA",A small-town librarian is branded as a Communist by local politicians when she refuses to withdraw a controversial book from the library's shelves.
tt0050371,A Face in the Crowd,1957,June 1957 (USA),Elia Kazan,Budd Schulberg,"Andy Griffith,Patricia Neal,Anthony Franciosa","Andy Griffith,Patricia Neal,Anthony Franciosa,Walter Matthau,Lee Remick,Percy Waram,Paul McGrath,Rod Brasfield,Marshall Neilan,Alexander Kirkland,Charles Irving,Howard Smith,Kay Medford,Big Jeff Bess,Henry Sharp",English,USA,126 min,8.2,"9,179","134 user,45 critic",Drama,"Biograph Studios, Bronx, New York City, New York, USA","An Arkansas hobo becomes an overnight media sensation. But as he becomes drunk with fame and power, will he ever be exposed as the fraud he has become?"
tt0051036,Sweet Smell of Success,1957,27 June 1957 (USA),Alexander Mackendrick,"Clifford Odets,Ernest Lehman","Burt Lancaster,Tony Curtis,Susan Harrison","Burt Lancaster,Tony Curtis,Susan Harrison,Martin Milner,Jeff Donnell,Sam Levene,Joe Frisco,Barbara Nichols,Emile Meyer,Edith Atwater,The Chico Hamilton Quintet",English,USA,96 min,8.2,"18,461","108 user,99 critic","Drama,Film-Noir","Soundstage 6, Goldwyn Studios, Culver City, California, USA",Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.
tt0040834,State of the Union,1948,30 April 1948 (USA),Frank Capra,"Howard Lindsay,Russel Crouse","Spencer Tracy,Katharine Hepburn,Van Johnson","Spencer Tracy,Katharine Hepburn,Van Johnson,Angela Lansbury,Adolphe Menjou,Lewis Stone,Howard Smith,Charles Dingle,Maidel Turner,Raymond Walburn,Margaret Hamilton,Art Baker,Pierre Watkin,Florence Auer,Irving Bacon",English,USA,124 min,7.4,"2,367","25 user,27 critic","Comedy,Drama","Detroit, Michigan, USA","An industrialist is urged to run for President, but this requires uncomfortable compromises on both political and marital levels."
tt0120694,Halloween H20: 20 Years Later,1998,5 August 1998 (USA),Steve Miner,"Debra Hill,John Carpenter","Jamie Lee Curtis,Josh Hartnett,Adam Arkin","Jamie Lee Curtis,Adam Arkin,Michelle Williams,Adam Hann-Byrd,Jodi Lyn O'Keefe,Janet Leigh,Josh Hartnett,LL Cool J,Joseph Gordon-Levitt,Branden Williams,Nancy Stephens,Beau Billingslea,Matt Winston,Larisa Miller,Emmalee Thompson",English,USA,86 min,5.6,"45,988","580 user,152 critic","Horror,Thriller","15819 Main Street, La Puente, California, USA","Laurie Strode, now the dean of a Northern California private school with an assumed name, must battle the Shape one last time and now the life of her own son hangs in the balance."
tt0109723,Embrace of the Vampire,1995,30 May 1995 (USA),Anne Goursaud,"Halle Eaton,Nicole Coady","Martin Kemp,Rebecca Ferratti,Alyssa Milano","Alyssa Milano,Martin Kemp,Harold Pruett,Jordan Ladd,Rachel True,Charlotte Lewis,Jennifer Tilly,Rebecca Ferratti,Glori Gold,Seana Ryan,Sabrina Allen,Robbin Julien,Christopher Utesch,David Portlock,Gregg Vance",English,USA,92 min,4.3,"4,758","86 user,30 critic","Horror,Thriller","Faribault, Minnesota, USA",An 18-year-old college freshman is seduced by a handsome vampire lover who introduce her to a dark world of carnal desires.
tt0479916,Following Sean,2005,13 January 2006 (USA),Ralph Arlyck,Ralph Arlyck,"Ralph Arlyck,Sean Farrell","Ralph Arlyck,Sean Farrell",English,USA,87 min,7.1,724,"15 user,18 critic",Documentary,,"Thirty years, three generations, and a lifetime later, award-winning filmmaker Ralph Arlyck returns to San Francisco in search of Sean, the boy who was the subject of his controversy-sparking 1969 documentary."
tt0097523,"Honey, I Shrunk the Kids",1989,23 June 1989 (USA),Joe Johnston,"Stuart Gordon,Brian Yuzna","Rick Moranis,Matt Frewer,Marcia Strassman","Rick Moranis,Matt Frewer,Marcia Strassman,Kristine Sutherland,Thomas Wilson Brown,Jared Rushton,Amy O'Neill,Robert Oliveri,Carl Steven,Mark L. Taylor,Kimmy Robertson,Lou Cutell,Laura Waterbury,Trevor Galtress,Martin Aylett",English,USA,93 min,6.2,"97,241","68 user,26 critic","Adventure,Comedy,Family","Beverly Hills, California, USA",The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.
tt0104437,Honey I Blew Up the Kid,1992,17 July 1992 (USA),Randal Kleiser,"Stuart Gordon,Brian Yuzna","Rick Moranis,Marcia Strassman,Robert Oliveri","Rick Moranis,Marcia Strassman,Robert Oliveri,Daniel Shalikar,Joshua Shalikar,Lloyd Bridges,John Shea,Keri Russell,Ron Canada,Amy O'Neill,Michael Milhoan,Gregory Sierra,Leslie Neale,Julia Sweeney,Linda Carlson",English,USA,89 min,4.7,"30,191","46 user,16 critic","Adventure,Comedy,Family","Fremont Street, Las Vegas, Nevada, USA","The Szalinski family is back, this time hilarious disaster strikes when an experiment causes their new toddler son to grow many stories tall."
tt0117705,Space Jam,1996,15 November 1996 (USA),Joe Pytka,"Leo Benvenuti,Steve Rudnick","Michael Jordan,Wayne Knight,Theresa Randle","Michael Jordan,Wayne Knight,Theresa Randle,Manner Washington,Eric Gordon,Penny Bae Bridges,Brandon Hammond,Larry Bird,Bill Murray,Thom Barry,Charles Barkley,Patrick Ewing,Tyrone Bogues,Larry Johnson,Shawn Bradley",English,USA,88 min,6.2,"99,577","113 user,45 critic","Animation,Adventure,Comedy","Madison Square Garden, 7th Avenue, Chelsea, Manhattan, New York City, New York, USA",Michael Jordan agrees to help the Looney Toons play a basketball game vs. alien slavers to determine their freedom.
tt0049833,The Ten Commandments,1956,5 October 1956 (USA),Cecil B. DeMille,"Dorothy Clarke Wilson,J.H. Ingraham","Charlton Heston,Yul Brynner,Anne Baxter","Charlton Heston,Yul Brynner,Anne Baxter,Edward G. Robinson,Yvonne De Carlo,Debra Paget,John Derek,Cedric Hardwicke,Nina Foch,Martha Scott,Judith Anderson,Vincent Price,John Carradine,Olive Deering,Douglass Dumbrille",English,USA,220 min,7.9,"44,573","224 user,85 critic","Adventure,Biography,Drama","Ras Safsafa, South Sinai Governorate, Egypt","The Egyptian Prince, Moses, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people."
tt0107664,Necronomicon: Book of Dead,1993,29 July 1994 (UK),"Christophe Gans,Shûsuke Kaneko","Brent V. Friedman,Brent V. Friedman","Jeffrey Combs,Tony Azito,Juan Fernández","Jeffrey Combs,Tony Azito,Juan Fernández,Brian Yuzna,Bruce Payne,Belinda Bauer,Richard Lynch,Maria Ford,Peter Jasienski,Denice D. Lewis,William Jess Russell,Vladimir Kulich,David Warner,Bess Meyer,Millie Perkins",English,"France,USA",96 min,5.7,"3,639","61 user,27 critic",Horror,,"H.P. Lovecraft, the well-known horror writer, is looking in the late thirties after the book 'Necronomicon'. He finds it guarded by monks in an old library. He then copies some stories from..."
tt0105242,Shatterbrain,1991,26 March 1993 (Brazil),Dan O'Bannon,"H.P. Lovecraft,Brent V. Friedman","John Terry,Jane Sibbett,Chris Sarandon","John Terry,Jane Sibbett,Chris Sarandon,Robert Romanus,Laurie Briscoe,Ken Camroux,Patrick P. Pon,Bernard Cuffling,J.B. Bivens,Robert Sidley,Des Smiley,Eric Newton,Tom Shorthouse,Jim Smith,Philip Maurice Hayes",English,"USA,Canada",108 min,6.4,"2,093","44 user,29 critic","Horror,Sci-Fi","British Columbia, Canada",Charles Dexter Ward's wife enlists the help of a private detective to find out what her husband is up to in a remote cabin owned by his family for centuries. The husband is a chemical ...
tt0114369,Se7en,1995,22 September 1995 (USA),David Fincher,Andrew Kevin Walker,"Morgan Freeman,Brad Pitt,Kevin Spacey","Morgan Freeman,Andrew Kevin Walker,Daniel Zacapa,Brad Pitt,Gwyneth Paltrow,John Cassini,Bob Mack,Peter Crombie,Reg E. Cathey,R. Lee Ermey,George Christy,Endre Hules,Hawthorne James,William Davidson,Bob Collins",English,USA,127 min,8.6,"916,883","1,048 user,201 critic","Drama,Mystery,Thriller","Pacific Electric Building, Los Angeles, California, USA","Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his modus operandi."
tt1553066,Monica & David,2009,14 October 2010 (USA),Alexandra Codina,,,,English,USA,68 min,7.3,338,"2 user,11 critic",Documentary,"Hollywood Beach, Florida, USA","Explores the marriage the marriage of a young couple with Down syndrome, and the family who strives to support their needs."
tt0271395,Beyond Vanilla,2001,16 September 2002 (USA),Claes Lilja,Claes Lilja,"Mitch Banning,Celeste,Chloe","Mitch Banning,Celeste,Chloe,Bud Cockerham,Casey Criste,Kevin Dailey,Alex Del Rosario,Emerald,Antonio Ferrelli,Bill Gardner,Lady Green,Nina Hartley,Bert Herrman,Richard Hunter,Lyle James",English,USA,92 min,6.1,128,"5 user,6 critic",Documentary,"Las Vegas, Nevada, USA","Much as the title suggests, Beyond Vanilla explores the kinkier aspects of sex on the other side of vanilla. With interviews, demonstrations and a good dose of how-to instructions, this ..."
tt1077236,Black Ribbon,2007,28 September 2007 (USA),John Orrichio,John Orrichio,"Tony Rugnetta,Jacki Vogel,Rudy J. Altenor","Tony Rugnetta,Jacki Vogel,Rudy J. Altenor,Berenice Di Piazza,Debbie D,Deirdre Verdolino,Gerry Kirschbaum,Jeannie Sconzo,S. Freddor,Brandon Slagle,William Schineller,Cathy Loch,Rachel Reasoner,Anthony Rugnetta Jr.,Casandra Tisdale",English,USA,107 min,3.0,155,"11 user,1 critic","Horror,Mystery,Thriller","Manhattan, New York City, New York, USA",A writer buys a typewriter which brings out his deepest and darkest desires.
tt1743720,The Greatest Movie Ever Sold,2011,24 August 2011 (Iceland),Morgan Spurlock,"Jeremy Chilnick,Morgan Spurlock","J.J. Abrams,Peter Berg,Paul Brennan","J.J. Abrams,Peter Berg,Paul Brennan,Noam Chomsky,Jimmy Kimmel,Rick Kurnit,Mark Crispin Miller,Ralph Nader,Brett Ratner,L.A. Reid,Morgan Spurlock,Quentin Tarantino,Donald Trump,John Wells",English,USA,90 min,6.6,"12,711","45 user,131 critic","Documentary,Comedy",,"A documentary about branding, advertising and product placement that is financed and made possible by brands, advertising and product placement."
tt0097757,The Little Mermaid,1989,17 November 1989 (USA),"Ron Clements,John Musker","John Musker,Ron Clements","Jodi Benson,Samuel E. Wright,Rene Auberjonois","Rene Auberjonois,Christopher Daniel Barnes,Jodi Benson,Pat Carroll,Paddi Edwards,Buddy Hackett,Jason Marin,Kenneth Mars,Edie McClurg,Will Ryan,Ben Wright,Samuel E. Wright,Hamilton Camp,Debbie Shapiro Gravitte,Robert Weil","English,French",USA,83 min,7.6,"151,534","221 user,113 critic","Animation,Family,Fantasy",,A mermaid princess makes a Faustian bargain with an unscrupulous sea-witch in order to meet a human prince on land.
tt0097239,Driving Miss Daisy,1989,26 January 1990 (USA),Bruce Beresford,"Alfred Uhry,Alfred Uhry","Morgan Freeman,Jessica Tandy,Dan Aykroyd","Morgan Freeman,Jessica Tandy,Dan Aykroyd,Patti LuPone,Esther Rolle,Joann Havrilla,William Hall Jr.,Alvin M. Sugarman,Clarice F. Geigerman,Muriel Moore,Sylvia Kaler,Carolyn Gold,Crystal R. Fox,Bob Hannah,Ray McKinnon","English,Hebrew",USA,99 min,7.4,"66,043","131 user,60 critic",Drama,"Sevananda Natural Foods Grocery, 1111 Euclid Ave. NE, Atlanta, Georgia, USA",An old Jewish woman and her African-American chauffeur in the American South have a relationship that grows and improves over the years.
tt0115710,Blood and Wine,1996,21 February 1997 (USA),Bob Rafelson,"Nick Villiers,Bob Rafelson","Jack Nicholson,Michael Caine,Stephen Dorff","Jack Nicholson,Stephen Dorff,Jennifer Lopez,Judy Davis,Michael Caine,Harold Perrineau,Robyn Peterson,Mike Starr,John Seitz,Marc Macaulay,Dan Daily,Marta Velasco,Thom Christopher,Mario Ernesto Sánchez,John Hackett",English,"USA,UK",101 min,6.1,"7,482","55 user,41 critic","Crime,Drama,Thriller","Arlington Heights, Illinois, USA","A man who has failed as a father and husband commits a heist to make money for his fledging business, but things become complicated when his wife interferes."
tt1230414,It's Complicated,2009,25 December 2009 (USA),Nancy Meyers,Nancy Meyers,"Meryl Streep,Steve Martin,Alec Baldwin","Meryl Streep,Steve Martin,Alec Baldwin,John Krasinski,Lake Bell,Mary Kay Place,Rita Wilson,Alexandra Wentworth,Hunter Parrish,Zoe Kazan,Caitlin FitzGerald,Emjay Anthony,Nora Dunn,Bruce Altman,Robert Curtis Brown","English,French","USA,Japan",120 min,6.6,"65,661","213 user,184 critic","Comedy,Romance","714 West Potrero Road, Hidden Valley, Westlake Village, California, USA","When attending their son's college graduation, a couple reignite the spark in their relationship...but the complicated fact is they're divorced and he's remarried."
