id,name,year,release_date,director,creator,actors,full_cast,language,country,duration,rating_value,rating_count,review_count,genre,filming_locations,description
tt0034012,Penny Serenade,1941,24 April 1941 (USA),George Stevens,"Morrie Ryskind,Martha Cheavens","Cary Grant,Irene Dunne,Beulah Bondi","Irene Dunne,Cary Grant,Beulah Bondi,Edgar Buchanan,Ann Doran,Eva Lee Kuney,Leonard Willey,Wallis Clark,Walter Soderling,Jane Biffle,Stanley Brown,Bess Flowers,Eddie Laughton,Adrian Morris,Edward Peil Sr.",English,USA,119 min,7.1,"4,294","80 user,33 critic","Drama,Romance",,A couple's big dreams give way to a life full of unexpected sadness and unexpected joy.
tt0109297,Blink,1994,26 January 1994 (USA),Michael Apted,Dana Stevens,"Madeleine Stowe,Aidan Quinn,James Remar","Madeleine Stowe,Aidan Quinn,James Remar,Peter Friedman,Bruce A. Young,Laurie Metcalf,Matt Roth,Paul Dillon,Michael P. Byrne,Anthony Cannata,Greg Noonan,Heather Schwartz,Marilyn Dodds Frank,Michael Stuart Kirkpatrick,Sean C. Cleland",English,USA,106 min,6.1,"6,095","36 user,24 critic","Crime,Drama,Mystery","Chicago, Illinois, USA","Emma is a blind cellist who finally gets the opportunity to get to see. Meanwhile, a string of bizarre rapes and murders has taken place. All of the victims have had transplants within the last month. A coincidence, or is Emma next?"
tt0108551,What's Love Got to Do with It,1993,25 June 1993 (USA),Brian Gibson,"Tina Turner,Kurt Loder","Angela Bassett,Laurence Fishburne,Rae'Ven Larrymore Kelly","Rae'Ven Larrymore Kelly,Virginia Capers,Dororthy Thorton,Demetrice Cheathon,Nita Woods Allen,Helen Marie Lovelace,Natalie Wilson,Seymour Daniel Jr.,David McKinney,Jayd Stanfield,Maurice O'Neal,Frank Rasberry,Monroe Howard,Serist Roberts,Wakeen Best",English,USA,118 min,7.2,"12,770","59 user,19 critic","Biography,Drama,Music","Ambassador Hotel - 3400 Wilshire Boulevard, Los Angeles, California, USA","The story of singer Tina Turner's rise to stardom and how she gained the courage to break free from abusive husband, Ike Turner."
tt0111256,Speechless,1994,16 December 1994 (USA),Ron Underwood,Robert King,"Michael Keaton,Geena Davis,Christopher Reeve","Michael Keaton,Geena Davis,Christopher Reeve,Bonnie Bedelia,Ernie Hudson,Charles Martin Smith,Gailard Sartain,Ray Baker,Mitchell Ryan,Willie Garson,Paul Lazar,Richard Poe,Harry Shearer,Steven Wright,Jodi Carlisle",English,USA,99 min,5.7,"3,935","28 user,19 critic","Comedy,Romance","Albuquerque, New Mexico, USA",Two political speechwriters fall in love before they find out they are working for candidates on opposite sides.
tt0104412,Hero,1992,2 October 1992 (USA),Stephen Frears,"Laura Ziskin,Alvin Sargent","Dustin Hoffman,Geena Davis,Andy Garcia","Dustin Hoffman,Geena Davis,Andy Garcia,Joan Cusack,Kevin J. O'Connor,Maury Chaykin,Stephen Tobolowsky,Christian Clemenson,Tom Arnold,Warren Berlinger,Cady Huffman,Susie Cusack,James Madio,Richard Riehle,Daniel Baldwin",English,USA,119 min,6.4,"16,999","63 user,21 critic","Comedy,Drama,Romance","Chicago, Illinois, USA","A not-so-nice man rescues passengers from a crashed airliner, only to see someone else take credit."
tt0455760,Dead Silence,2007,16 March 2007 (USA),James Wan,"Leigh Whannell,James Wan","Ryan Kwanten,Amber Valletta,Donnie Wahlberg","Ryan Kwanten,Amber Valletta,Donnie Wahlberg,Michael Fairman,Joan Heney,Bob Gunton,Laura Regan,Dmitry Chepovetsky,Judith Roberts,Keir Gilchrist,Steven Taylor,David Talbot,Steve Adams,Shelley Peterson,Enn Reitel",English,USA,89 min,6.2,"60,845","303 user,155 critic","Horror,Mystery,Thriller","Elora, Ontario, Canada","A widower returns to his hometown to search for answers to his wife's murder, which may be linked to the ghost of a murdered ventriloquist."
tt0106660,Dangerous Game,1993,19 November 1993 (USA),Abel Ferrara,Nicholas St. John,"Harvey Keitel,Madonna,James Russo","Harvey Keitel,Madonna,James Russo,Nancy Ferrara,Reilly Murphy,Victor Argo,Leonard L. Thomas,Christina Fulton,Heather Bracken,Glenn Plummer,Niki Munroe,Lori Eastside,John Snyder,Adina Winston,Dylan Hundley",English,"USA,Italy",108 min,5.7,"2,683","20 user,13 critic",Drama,"Los Angeles, California, USA","A New York film director, working on his latest movie in Los Angeles, begins to reflect the actions in his movie and real life, especially when he begins an affair with the lead actress."
tt0102753,Rambling Rose,1991,20 September 1991 (USA),Martha Coolidge,"Calder Willingham,Calder Willingham","Laura Dern,Robert Duvall,Diane Ladd","Laura Dern,Robert Duvall,Diane Ladd,Lukas Haas,John Heard,Kevin Conway,Robert John Burke,Lisa Jakub,Evan Lockwood,Matthew Sutherland,D. Anthony Pender,David E. Scarborough,Robin Robertson,General Fermon Judd Jr.,Richard K. Olsen",English,USA,112 min,6.7,"3,804","29 user,14 critic",Drama,"Carolco Studios - 1223 North 23rd Street, Wilmington, North Carolina, USA","Rose, is taken in by the Hillyer family to serve as a 1930s housemaid so that she can avoid falling into a life of prostitution. Rose's appearence and personality is such that all men fall ..."
tt0095927,Punchline,1988,7 October 1988 (USA),David Seltzer,David Seltzer,"Sally Field,Tom Hanks,John Goodman","Sally Field,Tom Hanks,John Goodman,Mark Rydell,Kim Greist,Paul Mazursky,Pam Matteson,George Mcgrath,Taylor Negron,Barry Neikrug,Ángel Salazar,Damon Wayans,Joycee Katz,Mac Robbins,Max Alexander",English,USA,128 min,5.8,"6,273","30 user,13 critic","Comedy,Drama,Romance","Stage 16, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","Steven Gold is a stand-up comedian who is flat broke and has recently dropped out of medical school. He and several others work regularly at the Gas Station, a New York comedy club. The ..."
tt0109484,"Corrina, Corrina",1994,12 August 1994 (USA),Jessie Nelson,Jessie Nelson,"Ray Liotta,Whoopi Goldberg,Tina Majorino","Noreen Hennessey,Lucy Webb,Erica Yohn,Tina Majorino,Ray Liotta,Don Ameche,Larry Miller,Joan Cusack,Juney Ellis,Mimi Lieber,Karen Leigh Hopkins,Lin Shaye,Pearl Huang,Marcus Toji,Louis Mustillo",English,USA,115 min,6.5,"9,458","44 user,19 critic","Comedy,Drama,Romance","Alverno High School - 200 North Michillinda Avenue, Sierra Madre, California, USA","When Manny Singer's wife dies, his young daughter Molly becomes mute and withdrawn. To help cope with looking after Molly, he hires sassy housekeeper Corrina Washington, who coaxes Molly ..."
tt0088683,Agnes of God,1985,27 September 1985 (USA),Norman Jewison,"John Pielmeier,John Pielmeier","Jane Fonda,Anne Bancroft,Meg Tilly","Jane Fonda,Anne Bancroft,Meg Tilly,Anne Pitoniak,Winston Rekert,Gratien Gélinas,Guy Hoffmann,Gabriel Arcand,Françoise Faucher,Jacques Tourangeau,Janine Fluet,Deborah Grover,Michele George,Samantha Langevin,Jacqueline Blais","English,French,Latin",USA,98 min,6.6,"5,188","41 user,18 critic","Drama,Mystery","Rockwood Academy - 477 Main Street South, Rockwood, Ontario, Canada","When a naive novice nun is discovered with a dead newborn in her convent quarters, a court-appointed psychiatrist investigates her case."
tt0109198,Bad Girls,1994,22 April 1994 (USA),Jonathan Kaplan,"Albert S. Ruddy,Charles Finch","Madeleine Stowe,Mary Stuart Masterson,Andie MacDowell","Madeleine Stowe,Mary Stuart Masterson,Andie MacDowell,Drew Barrymore,James Russo,James Le Gros,Robert Loggia,Dermot Mulroney,Jim Beaver,Nick Chinlund,Neil Summers,Daniel O'Haco,Richard Reyes,Alex Kubik,Will MacMillan","English,Spanish",USA,99 min,5.0,"9,164","37 user,23 critic",Western,"Alamo Village - Highway 674, Brackettville, Texas, USA",Four prostitutes join together to travel the Old West.
tt0096926,The Big Picture,1989,30 November 1990 (UK),Christopher Guest,"Michael Varhol,Christopher Guest","Kevin Bacon,Jennifer Jason Leigh,Emily Longstreth","Kevin Bacon,Emily Longstreth,J.T. Walsh,Jennifer Jason Leigh,Michael McKean,Kim Miyori,Teri Hatcher,Dan Schneider,Jason Gould,Tracy Brooks Swope,Don Franklin,Gary Kroeger,Alice Hirson,Grant Owens,Fran Drescher",English,USA,100 min,6.3,"3,595","32 user,22 critic","Comedy,Drama,Romance","Ballroom, Park Plaza Hotel - 607 S. Park View Street, Los Angeles, California, USA","Film school grad Nick Chapman thought his career was made after his award winning short film, but discovered Hollywood wasn't as easy as it seems."
tt0029322,Nothing Sacred,1937,26 November 1937 (USA),William A. Wellman,"Ben Hecht,James H. Street","Carole Lombard,Fredric March,Charles Winninger","Carole Lombard,Fredric March,Charles Winninger,Walter Connolly,Sig Ruman,Frank Fay,Troy Brown Sr.,Maxie Rosenbloom,Margaret Hamilton,Olin Howland,Raymond Scott and His Quintet",English,USA,77 min,7.4,"4,349","87 user,38 critic","Comedy,Drama,Romance","Agoura Hills, California, USA","Hazel Flagg of Warsaw, Vermont receives the news that her terminal case of radium poisoning from a workplace incident was a complete misdiagnosis with mixed emotions. She is happy not to be..."
tt0025878,The Thin Man,1934,25 May 1934 (USA),W.S. Van Dyke,"Albert Hackett,Frances Goodrich","William Powell,Myrna Loy,Maureen O'Sullivan","William Powell,Myrna Loy,Maureen O'Sullivan,Nat Pendleton,Minna Gombell,Porter Hall,Henry Wadsworth,William Henry,Harold Huber,Cesar Romero,Natalie Moorhead,Edward Brophy,Edward Ellis,Cyril Thornton",English,USA,91 min,8.2,"19,498","126 user,69 critic","Comedy,Crime,Mystery","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","Nick and Nora Charles, a former detective and his rich, playful wife, investigate a murder case mostly for the fun of it."
tt0027884,Libeled Lady,1936,9 October 1936 (USA),Jack Conway,"Maurine Dallas Watkins,Howard Emmett Rogers","Jean Harlow,William Powell,Myrna Loy","Jean Harlow,William Powell,Myrna Loy,Spencer Tracy,Walter Connolly,Charley Grapewin,Cora Witherspoon,E.E. Clive,Bunny Beatty,Otto Yamaoka,Charles Trowbridge,Spencer Charters,George Chandler,William 'Billy' Benedict,Hal K. Dawson",English,USA,98 min,7.9,"5,076","52 user,41 critic","Comedy,Romance","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","A newspaper man, his jilted fiancée, and his lawyer hatch an elaborate scheme to turn a false news-story into the truth, before a high-society woman can sue for libel."
tt0027260,After the Thin Man,1936,25 December 1936 (USA),W.S. Van Dyke,"Frances Goodrich,Albert Hackett","William Powell,Myrna Loy,James Stewart","William Powell,Myrna Loy,James Stewart,Elissa Landi,Joseph Calleia,Jessie Ralph,Alan Marshal,Teddy Hart,Sam Levene,Penny Singleton,William Law,George Zucco,Paul Fix,Asta,Mrs. Asta",English,USA,112 min,7.7,"6,675","58 user,42 critic","Comedy,Crime,Mystery","Coit Tower, San Francisco, California, USA",Nick investigates the case of a missing man and later a murder that is connected to Nora's family.
tt0037365,The Thin Man Goes Home,1945,January 1945 (USA),Richard Thorpe,"Robert Riskin,Dwight Taylor","William Powell,Myrna Loy,Lucile Watson","William Powell,Myrna Loy,Lucile Watson,Gloria DeHaven,Anne Revere,Helen Vinson,Harry Davenport,Leon Ames,Donald Meek,Edward Brophy,Lloyd Corrigan,Anita Sharp-Bolster,Ralph Brooke,Donald MacBride,Morris Ankrum",English,USA,100 min,7.4,"3,313","37 user,27 critic","Comedy,Crime,Mystery","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","Nick and Nora go on holiday, and end up involved in a murder."
tt0039169,The Bachelor and the Bobby-Soxer,1947,1 September 1947 (USA),Irving Reis,Sidney Sheldon,"Cary Grant,Myrna Loy,Shirley Temple","Cary Grant,Myrna Loy,Shirley Temple,Rudy Vallee,Ray Collins,Harry Davenport,Johnny Sands,Don Beddoe,Lillian Randolph,Veda Ann Borg,Dan Tobin,Ransom M. Sherman,William Bakewell,Irving Bacon,Ian Bernard","English,French",USA,95 min,7.3,"5,710","56 user,23 critic","Comedy,Romance","Beverly Hills High School - 241 Moreno Drive, Beverly Hills, California, USA",A high school girl falls for a playboy artist with screwball results.
tt0035567,Woman of the Year,1942,19 January 1942 (USA),George Stevens,"Ring Lardner Jr.,Michael Kanin","Spencer Tracy,Katharine Hepburn,Fay Bainter","Spencer Tracy,Katharine Hepburn,Fay Bainter,Reginald Owen,Minor Watson,William Bendix,Gladys Blake,Dan Tobin,Roscoe Karns,William Tannen,Ludwig Stössel,Sara Haden,Edith Evanson,George Kezas","English,French,Russian,German,Spanish,Greek",USA,114 min,7.3,"6,486","67 user,24 critic","Comedy,Drama,Romance","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","Rival reporters Sam and Tess fall in love and get married, only to find their relationship strained when Sam comes to resent Tess' hectic lifestyle."
tt0318974,The Alamo,2004,9 April 2004 (USA),John Lee Hancock,"Leslie Bohem,Stephen Gaghan","Dennis Quaid,Billy Bob Thornton,Emilio Echevarría","Dennis Quaid,Billy Bob Thornton,Jason Patric,Patrick Wilson,Emilio Echevarría,Jordi Mollà,Leon Rippy,Tom Davidson,Marc Blucas,Robert Prentiss,Kevin Page,Joe Stevens,Stephen Bruton,Laura Clifton,Ricardo Chavira","English,Spanish",USA,137 min,6.0,"16,125","263 user,105 critic","Drama,History,War",USA,"Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio, Texas."
tt0235048,Wicked Spring,2002,15 February 2007 (USA),Kevin R. Hershberger,Kevin R. Hershberger,"Brian Merrick,DJ Perry,Terry Jernigan","Brian Merrick,DJ Perry,Terry Jernigan,Aaron Jackson,Curtis Hall,Mark Lacy,Lindsey Ingram,Rebecca Lawlor,John Pagano,Anthony Hornus,Jim Schruefer,Barry Privett,Leonard J. Krawezyk,Leonard J. Krawczyk II,Mac Butler",English,USA,102 min,5.5,500,"60 user,1 critic","Drama,War,Western","Fort Pickett, Blackstone, Virginia, USA","During the 1864 battle of the Wilderness, three Union soldiers and three Confederate Soldiers get seperated from their units as twilight engulfs the ravaged battlefield. The men wander ..."
tt0279111,Gods and Generals,2003,21 February 2003 (USA),Ron Maxwell,"Jeff Shaara,Ron Maxwell","Stephen Lang,Robert Duvall,Jeff Daniels","Donzaleigh Abernathy,Mark Aldrich,George Allen,Keith Allison,Royce D. Applegate,Bruce Boxleitner,Bo Brinkman,Mac Butler,Robert Byrd,Shane Callahan,Billy Campbell,David Carpenter,John Castle,Jim Choate,Martin Clark",English,USA,219 min,6.3,"12,744","495 user,83 critic","Drama,History,War","Maryland, USA",The rise and fall of legendary war hero Thomas 'Stonewall' Jackson as he leads the Confederacy to great success against the Union from 1861 to 1863. Prequel to the 1993 classic 'Gettysburg'.
tt0339743,The Last Confederate: The Story of Robert Adams,2005,2007 (USA),"A. Blaine Miller,Julian Adams","Julian Adams,Julian Adams","Julian Adams,Gwendolyn Edwards,Eric Holloway","Julian Adams,Gwendolyn Edwards,Eric Holloway,Amy Redford,Joshua Lindsey,Tippi Hedren,Mickey Rooney,Weston Adams,Bob Dorian,Edwin McCain,Elizabeth Nelson Adams,Foster Walker,LaChanda Alexander,Tessa Belongia,Anna Linn",English,USA,96 min,5.4,302,"17 user,6 critic","Action,Drama,History","Columbia, South Carolina, USA","The true love story of the conflict between Capt. Robert Adams' dedication to the south and his love for Eveline McCord, his beloved from the north. Produced, written and directed by the descendants of Robert and Eveline, this American Civil War tale is an explosive, richly detailed saga of fierce combat, honor and the will to risk all that's precious for love or country."
tt2404555,Copperhead,2013,28 June 2013 (USA),Ron Maxwell,"Harold Frederic,Bill Kauffman","François Arnaud,Lucy Boynton,Casey Thomas Brown","François Arnaud,Lucy Boynton,Casey Thomas Brown,Billy Campbell,Mary Fay Coady,Josh Cruddas,Ryan Doucette,Brian Downey,Ryan Drost,Rod Ernest,Peter Fonda,Scott Horton,Brian Jamieson,Walter Learning,Stephen LeBail",English,USA,120 min,5.4,614,"13 user,13 critic",Drama,"Kings Landing Historical Settlement, Fredericton, New Brunswick, Canada",An Upstate New York family is torn apart during the American Civil War.
tt0097441,Glory,1989,16 February 1990 (USA),Edward Zwick,"Kevin Jarre,Lincoln Kirstein","Matthew Broderick,Denzel Washington,Cary Elwes","Matthew Broderick,Denzel Washington,Cary Elwes,Morgan Freeman,Jihmi Kennedy,Andre Braugher,John Finn,Donovan Leitch Jr.,JD Cullum,Alan North,Bob Gunton,Cliff De Young,Christian Baskous,RonReaco Lee,Jay O. Sanders",English,USA,122 min,7.9,"97,623","342 user,59 critic","Drama,History,War","African-American National Historic Site - 14 Beacon Street, Boston, Massachusetts, USA","Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates."
tt1071875,Ghost Rider: Spirit of Vengeance,2011,17 February 2012 (USA),"Mark Neveldine,Brian Taylor","Scott M. Gimple,Seth Hoffman","Nicolas Cage,Ciarán Hinds,Idris Elba","Nicolas Cage,Violante Placido,Ciarán Hinds,Idris Elba,Johnny Whitworth,Fergus Riordan,Spencer Wilding,Sorin Tofan,Jacek Koman,Anthony Head,Cristian Iacob,Christopher Lambert,Jai Stefan,Vincent Regan,Ionut Cristian Lefter",English,"USA,United Arab Emirates",96 min,4.3,"80,856","326 user,286 critic","Action,Fantasy,Thriller",Romania,"As Johnny Blaze hides out in Eastern Europe, he is called upon to stop the devil, who is trying to take human form."
tt0120667,Fantastic Four,2005,8 July 2005 (USA),Tim Story,"Mark Frost,Michael France","Ioan Gruffudd,Michael Chiklis,Chris Evans","Ioan Gruffudd,Jessica Alba,Chris Evans,Michael Chiklis,Julian McMahon,Hamish Linklater,Kerry Washington,Laurie Holden,David Parker,Kevin McNulty,Maria Menounos,Michael Kopsa,Andrew Airlie,Pascale Hutton,G. Michael Gray",English,"USA,Germany",106 min,5.7,"251,194","1,002 user,276 critic","Action,Adventure,Sci-Fi","New Orleans, Louisiana, USA","A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom."
tt0287978,Daredevil,2003,14 February 2003 (USA),Mark Steven Johnson,Mark Steven Johnson,"Ben Affleck,Jennifer Garner,Colin Farrell","Ben Affleck,Jennifer Garner,Colin Farrell,Michael Clarke Duncan,Jon Favreau,Scott Terra,Ellen Pompeo,Joe Pantoliano,Leland Orser,Lennie Loftin,Erick Avari,Derrick O'Connor,Paul Ben-Victor,David Keith,Frankie J. Allison","English,Greek,Italian",USA,103 min,5.3,"163,798","1,026 user,274 critic","Action,Crime,Fantasy","Biltmore Hotel - 506 S. Grand Avenue, Downtown, Los Angeles, California, USA",A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero.
tt0486576,Fantastic 4: Rise of the Silver Surfer,2007,15 June 2007 (USA),Tim Story,"Don Payne,Mark Frost","Ioan Gruffudd,Jessica Alba,Chris Evans","Ioan Gruffudd,Jessica Alba,Chris Evans,Michael Chiklis,Julian McMahon,Kerry Washington,Andre Braugher,Laurence Fishburne,Doug Jones,Beau Garrett,Brian Posehn,Zach Grenier,Dawn Chubai,Chris Gailus,Kevin McNulty","English,Japanese,Chinese,Arabic","USA,Germany,UK",92 min,5.6,"199,450","432 user,258 critic","Action,Adventure,Fantasy","Pemberton, British Columbia, Canada",The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.
serenity,Serenity,2004 2005 2006,"Sep 30, 2005 Wide",Joss Whedon,Joss Whedon,"Nathan Fillion,Gina Torres,Chiwetel Ejiofor","Nathan Fillion,Gina Torres,Alan Tudyk,Morena Baccarin,Adam Baldwin,Jewel Staite,Sean Maher,Summer Glau,Ron Glass,Chiwetel Ejiofor,David Krumholtz,Michael Hitchcock,Sarah Paulson,Yan Feldman,Rafael Feldman","English,Mandarin",USA,,"7.1/10,7/10","228,885","1,580 user,281 critic","Action & Adventure,Science Fiction & Fantasy","Anza-Borrego Desert State Park - 200 Palm Canyon Drive, Borrego Springs, California, USA","A band of renegades on the run in outer space get in more hot water than they anticipated in this sci-fi action-adventure adapted from the television series Firefly. In the 26th century, the galaxy has been colonized by a military force known as the Alliance, but its leadership has not gone unquestioned. The Alliance was once challenged by a league of rebels known as the Independents, but the Alliance emerged victorious after a brutal civil war, with the surviving Independents scattering around,the galaxy. Also wandering the edges of the galaxy are the Reavers, who have won few allies due to their violent behavior and habit of ripping apart their enemies and eating them before they're dead. Capt. Malcolm 'Mal' Reynolds (Nathan Fillion), who fought as an Independent in the galactic war, is the head of Serenity, a rogue frieghter ship whose crew includes Mal's first mate, Zoe (Gina Torres), who fought alongside him in the war, her husband, hotshot pilot Wash (Alan Tudyk), sunny but dependable mechanic Kaylee (Jewel Staite), and hard-nosed gunman Jayne (Adam Baldwin). The crew of Serenity wander the galaxy, taking on whatever work they can get, from criminal activities like smuggling and stealing to legitimately offering transport to travelers. Passengers aboard Serenity include professional 'companion' Inara (Morena Baccarin) and holy man Shepherd Book (Ron Glass), but the real trouble aboard the ship comes with the arrival of Simon (Sean Maher) and his teenage sister, River Tam (Summer Glau). In time, the crew discovers that River has remarkable psychic powers and was being held captive by Alliance forces until Simon came to her rescue. Now the Alliance is hot on the heels of Serenity and its passengers, with The Operative (Chiwetel Ejiofor), a sinister Alliance tracker, leading the chase. Serenity was written and directed by Joss Whedon (in his directorial debut), creator of Firefly, which only lasted 11 weeks on the air but gained a powerful cult following who rallied to get the show released on DVD after its cancellation, leading to impressive home-video sales and and an eventual motion picture deal. A couple of months prior to Serenity's theatrical release, reruns of Firefly were picked up by the Sci-Fi channel, adding even more fans to its cult following. ~ Mark Deming, Rovi"
star_trek_generations,Star Trek Generations,1993 1994 1995,"Nov 18, 1994 Wide",David Carson,"Brannon Braga,Ronald D. Moore,Richard C. Berman","Patrick Stewart,William Shatner,Malcolm McDowell","Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,Michael Dorn,Gates McFadden,Marina Sirtis,Malcolm McDowell,James Doohan,Walter Koenig,William Shatner,Alan Ruck,Jacqueline Kim,Jenette Goldstein,Thomas Kopache","English,Klingon",USA,1 hr. 57 min.,"5.5/10,6.1/10","56,592","240 user,95 critic","Drama,Action & Adventure,Science Fiction & Fantasy","465 S Grand Ave, Pasadena, California, USA","In celebration of the upcoming Oscars, AMC Theatres announced it will host the 'AMC Best Picture Showcase' event on Saturday, Feb. 24, at 78 select AMC theatres nationwide. The five 'best picture' nominated films, 'Babel,' 'The Queen,' 'The Departed,' 'Letters from Iwo Jima,' and 'Little Miss Sunshine,' will play back-to-back throughout the day in one dedicated auditorium. Guests who purchase the $30 pass also receive a large popcorn and a large drink, with unlimited free refills on both,concession items for the entire day, as well as a collectible 3D pass featuring the five nominated films."
tt0120157,Soldier,1998,23 October 1998 (USA),Paul W.S. Anderson,David Webb Peoples,"Kurt Russell,Jason Scott Lee,Jason Isaacs","Kurt Russell,Jason Scott Lee,Jason Isaacs,Connie Nielsen,Sean Pertwee,Jared Thorne,Taylor Thorne,Mark Bringelson,Gary Busey,K.K. Dodds,James Black,Mark De Alessandro,Vladimir Orlov,Carsten Norgaard,Duffy Gaver",English,"UK,USA",99 min,5.9,"42,540","367 user,65 critic","Action,Drama,Sci-Fi","Burbank, California, USA",A soldier is dumped on a waste disposal planet and lives among a community of crash survivors on the planet and takes it upon himself to defend his new home when genetic engineered soldiers are ordered to eliminate the crash survivors.
tt1637688,In Time,2011,28 October 2011 (USA),Andrew Niccol,Andrew Niccol,"Justin Timberlake,Amanda Seyfried,Cillian Murphy","Justin Timberlake,Olivia Wilde,Shyloh Oostwald,Johnny Galecki,Colin McGurk,Will Harris,Michael William Freeman,Jesse Lee Soffer,Aaron Perilo,Nick Lashaway,Will Peltz,Ray Santiago,Matt Bomer,Zuleyka Silver,Laura Ashley Samuels",English,USA,109 min,6.7,"279,491","452 user,357 critic","Action,Sci-Fi,Thriller","Metropolitan Courthouse - 1945 South Hill St. Los Angeles, California, USA","In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system."
tt1219289,Limitless,2011,18 March 2011 (USA),Neil Burger,"Leslie Dixon,Alan Glynn","Bradley Cooper,Anna Friel,Abbie Cornish","Bradley Cooper,Robert De Niro,Abbie Cornish,Andrew Howard,Anna Friel,Johnny Whitworth,Tomas Arana,Robert John Burke,Darren Goldstein,Ned Eisenberg,T.V. Carpio,Richard Bekins,Patricia Kalember,Cindy Katz,Brian Anthony Wilson","English,Russian,Italian,Mandarin,French",USA,105 min,7.4,"382,131","379 user,367 critic","Mystery,Sci-Fi,Thriller","Philadelphia Soundstages, Philadelphia, Pennsylvania, USA","With the help of a mysterious pill that enables the user to access 100 percent of his brain abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with lots of dangers."
tt1670345,Now You See Me,2013,31 May 2013 (USA),Louis Leterrier,"Ed Solomon,Boaz Yakin","Jesse Eisenberg,Common,Mark Ruffalo","Jesse Eisenberg,Mark Ruffalo,Woody Harrelson,Isla Fisher,Dave Franco,Mélanie Laurent,Morgan Freeman,Michael Caine,Michael Kelly,Common,David Warshofsky,José Garcia,Jessica Lindsey,Caitriona Balfe,Stephanie Honoré","English,French","France,USA",115 min,7.3,"392,616","591 user,369 critic","Crime,Mystery,Thriller","Orpheum Theater - 842 S. Broadway, Downtown, Los Angeles, California, USA",An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.
tt2132347,Home for Actresses,2011,6 December 2011 (USA),Seth Morris,Seth Morris,"Megan Mullally,Lake Bell,Aubrey Plaza","Megan Mullally,Lake Bell,Aubrey Plaza,Lizzy Caplan,Casey Wilson,Michaela Watkins,Ellie Kemper,Sarah Baker",English,USA,,6.6,52,,"Short,Comedy",,Add a Plot
tt3531670,What Is... Puscifer,2013,26 November 2013 (USA),"Dino Paredes,Adam Rothlein",,"Maynard James Keenan,Laura Milligan,Tim Alexander","Maynard James Keenan,Laura Milligan,Tim Alexander,Chris Dodd,Ashley Fisher",English,USA,117 min,8.2,34,1 user,Music,,Add a Plot
tt1692084,High Road,2011,6 March 2012 (USA),Matt Walsh,"Matt Walsh,Josh Weiner","Kathryn Burns,Lizzy Caplan,Michael Coleman","Kathryn Burns,Lizzy Caplan,Michael Coleman,Andrew Daly,Patrick Daniel,Abby Elliott,Rich Fulcher,Kyle Gass,Curtis Gwinn,Brandon Johnson,Matt Jones,Joe Lo Truglio,Shannon Joy Madden,Garrett Mendez,Seth Morris",English,USA,87 min,5.4,"1,223","3 user,8 critic",Comedy,,A drug-dealer goes cross country with a group of roadies to deliver or else he'll be killed by a group of gangsters.
tt1920849,Bachelorette,2012,6 September 2012 (Russia),Leslye Headland,"Leslye Headland,Leslye Headland","Kirsten Dunst,Isla Fisher,Lizzy Caplan","Kirsten Dunst,Rebel Wilson,Lizzy Caplan,Paul Corning,Isla Fisher,Andrew Rannells,Anna Rose Hopkins,Sue Jean Kim,Horatio Sanz,Hayes MacArthur,Kyle Bornheimer,James Marsden,Ann Dowd,Adam Scott,Ella Rae Peck",English,USA,87 min,5.3,"34,578","126 user,153 critic","Comedy,Romance","Carleton Hotel, New York City, New York, USA",Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.
tt0266732,Love Is the Drug,2006,January 2006 (USA),Elliott Lester,"Wesley Strick,Steve Allison","John Patrick Amedori,Lizzy Caplan,D.J. Cotrona","John Patrick Amedori,Lizzy Caplan,D.J. Cotrona,Jenny Wade,Jonathon Trent,Bruce A. Young,Daryl Hannah,Michael Krawic,David Douglas,Will Rothhaar,Darren Mercer,Saige Thompson,Leonard Wu,Linda Bisesti,Carlos A. Rogers",English,USA,96 min,5.7,628,"8 user,5 critic",Drama,"Los Angeles, California, USA",A love triangle among recent high school graduates proves deadly.
